"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"우리사이 재가장기요양센터","G1329","(노인) 재가노인복지시설","재가노인복지시설","자치구","유정숙","1162000000","관악구","서울특별시 관악구 양녕로 61 3층층 (봉천동)"
"상봉요양원요양센터","G1334","(노인) 노인요양시설","노인의료복지시설","자치구","장태숙","1126000000","중랑구","서울특별시 중랑구 용마산로 485 (망우동)"
"봄날북한산요양원","G1340","(노인) 노인요양시설","노인의료복지시설","자치구","이영선","1130500000","강북구","서울특별시 강북구 4.19로 77 (수유동)"
"'(협)노인돌봄은평요양원","G1351","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전명희","1138000000","은평구","서울특별시 은평구 가좌로 3063층 (신사동)"
"난향요양원","G1354","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김종분","1162000000","관악구","서울특별시 관악구 남부순환로 1474 3층층 (신림동)"
"난향요양원2","G1355","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이종분","1162000000","관악구","서울특별시 관악구 남부순환로 1470 4층층 (신림동)"
"목동실버데이케어센터","G1361","(노인) 재가노인복지시설","재가노인복지시설","자치구","박노숙","1147000000","양천구","서울특별시 양천구 목동중앙로3길 21목동실버복지문화센터 (목동)"
"금천노인종합복지관 병설 금천데이케어센터","G1362","(노인) 재가노인복지시설","재가노인복지시설","자치구","구자훈","1154500000","금천구","서울특별시 금천구 시흥대로51길93-32 (시흥동)"
"(주)롱라이프그린케어 강서재가노인복지센터","G1368","(노인) 재가노인복지시설","재가노인복지시설","자치구","성연식","1150000000","강서구","서울특별시 강서구 양천로100-1 3 4층 (방화동 수현빌딩)"
"88등촌데이케어센터","G1369","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽윤자","1150000000","강서구","서울특별시 강서구 화곡로61길 41-1 (등촌동 삼영빌딩)"
"수색실버케어","G1388","(노인) 노인요양시설","노인의료복지시설","자치구","최재식","1138000000","은평구","서울특별시 은평구 수색로272-1 (수색동)"
"종로시니어스타워","G1403","(노인) 노인요양시설","노인의료복지시설","자치구","박명은","1111000000","종로구","서울특별시 종로구 홍지문길 29 (홍지동)"
"두드림복지센터","G1432","(노인) 재가노인복지시설","재가노인복지시설","자치구","전영삼","1162000000","관악구","서울특별시 관악구 행운1길70 지층층 2호호 (봉천동)"
"사당어르신종합복지관","G1437","(노인) 노인복지관","노인여가복지시설","자치구","최재경","1159000000","동작구","서울특별시 동작구 남부순환로 2081 (사당동)"
"사회복지법인 운가자비원 운가데이케어센터","G1458","(노인) 재가노인복지시설","재가노인복지시설","자치구","차성주","1130500000","강북구","서울특별시 강북구 삼양로112길 51층 (수유동)"
"효사랑데이케어센터","G1468","(노인) 재가노인복지시설","재가노인복지시설","자치구","남기호","1162000000","관악구","서울특별시 관악구 신림로12길18 4층층 (신림동 명성빌딩)"
"성동실버케어요양원","G1469","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","동홍우","1121500000","광진구","서울특별시 광진구 뚝섬로 6134층 (자양동)"
"태릉365데이케어센터","G1480","(노인) 재가노인복지시설","재가노인복지시설","자치구","이미정","1135000000","노원구","서울특별시 노원구 화랑로421 3층 (공릉동 한일휴니스빌)"
"다사랑요양원","G1482","(노인) 노인요양시설","노인의료복지시설","자치구","장혜숙","1132000000","도봉구","서울특별시 도봉구 도봉로191길 88-6 (도봉동)"
"사랑재활요양원2호점","G1493","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","설영일","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길 54-0 (창동)54 3층층 (창동 이순빌딩)"
"효심(라)요양원","G1495","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지택","1126000000","중랑구","서울특별시 중랑구 망우로 171 6층층 (중화동)"
"효심(다)요양원","G1496","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘우","1126000000","중랑구","서울특별시 중랑구 망우로 171 6층층 (중화동)"
"잠실데이케어센터","G1509","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민성","1171000000","송파구","서울특별시 송파구 오금로36길 392~4층 (가락동)"
"엔젤요양원","G1539","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍사록","1162000000","관악구","서울특별시 관악구 남부순환로 1432-7 401호호 (신림동 대우빌딩)"
"가나안요양원","G1542","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오경철","1162000000","관악구","서울특별시 관악구 조원로 24 601호호 (신림동 새한빌딩)"
"작은베들레헴데이케어센터","G1546","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상준","1132000000","도봉구","서울특별시 도봉구 우이천로45길 22-9 (쌍문동)"
"국민재가복지센터","G1566","(노인) 재가노인복지시설","재가노인복지시설","자치구","유순례","1150000000","강서구","서울특별시 강서구 공항대로41길66 (등촌동)"
"수명산요양원","G1570","(노인) 노인요양시설","노인의료복지시설","자치구","한미영","1150000000","강서구","서울특별시 강서구 수명로2가길 25-16(내발산동 수명산요양원)"
"A 행복한그린요양원","G1585","(노인) 노인요양시설","노인의료복지시설","자치구","박기숙","1135000000","노원구","서울특별시 노원구 동일로230나길 23 (상계동)"
"사랑방요양원","G1622","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이경순","1132000000","도봉구","서울특별시 도봉구 도봉로 727-1 (방학동)727-1 2층 (방학동)"
"주은요양원","G1623","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","함수용","1154500000","금천구","서울특별시 금천구 시흥대로 487독산동 (독산동)"
"실버캐슬요양센터","G1629","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정미","1126000000","중랑구","서울특별시 중량구 동일로 890메스트빌딩 6층"
"목동중앙데이케어센터","G1646","(노인) 재가노인복지시설","재가노인복지시설","자치구","권주만","1147000000","양천구","서울특별시 양천구 목동중앙북로7가길 605층 (목동)"
"강일성모노인요양원","G1662","(노인) 노인요양시설","노인의료복지시설","자치구","한정일","1174000000","강동구","서울특별시 강동구 고덕로 476 (강일동)"
"구립영등포어르신복지센터","G1685","(노인) 노인교실","노인여가복지시설","자치구","김나희","1156000000","영등포구","서울특별시 영등포구 도영로22길 36-0 4층해광빌딩"
"카멜리아요양원 단기보호","G1690","(노인) 재가노인복지시설","재가노인복지시설","자치구","정양옥","1126000000","중랑구","서울특별시 중랑구 동일로 933 6층 7층층 (묵동 수정빌딩)"
"카멜리아요양원","G1691","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박희웅","1126000000","중랑구","서울특별시 중랑구 동일로933 7층층 (묵동 수정빌딩)"
"꿈에그린요양원1","G1713","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김승호","1132000000","도봉구","서울특별시 도봉구 방학로106 4층층 (방학동)"
"구로 미가 요양원","G1744","(노인) 노인요양시설","노인의료복지시설","자치구","이옥진","1153000000","구로구","서울특별시 구로구 천왕로 366층 (천왕동)"
"도봉은빛요양원","G1749","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최은정","1132000000","도봉구","서울특별시 도봉구 방학로106 5층 (방학동)"
"강서힐링데이케어센터","G1757","(노인) 재가노인복지시설","재가노인복지시설","자치구","박갑주","1150000000","강서구","서울특별시 강서구 수명로68-23 7~8층층 (내발산동 유광타워)"
"서울시니어스타워(주)강남본부","G1767","(노인) 노인복지주택","노인주거복지시설","자치구","박은아","1168000000","강남구","서울특별시 강남구 자곡로 100-2 (자곡동 서울특별시니어스강남타워)"
"영등포50플러스센터","G1782","(노인) 노인교실","노인여가복지시설","자치구","오주호","1156000000","영등포구","서울특별시 영등포구 여의대방로 372여의도복지관 3층 "
"구립여의도어르신복지센터","G1783","(노인) 노인교실","노인여가복지시설","자치구","오주호","1156000000","영등포구","서울특별시 영등포구 여의대방로 372 (여의도동)"
"희나리데이케어센터","G1791","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영철","1171000000","송파구","서울특별시 송파구 백제고분로42길 5-0 (송파동)5 (송파동)"
"사회적협동조합 강서나눔돌봄재가센터","G1797","(노인) 재가노인복지시설","재가노인복지시설","자치구","한복남","1150000000","강서구","서울특별시 강서구 강서로18길 14-0 5층 (화곡동)"
"강서사랑요양원","G1803","(노인) 노인요양시설","노인의료복지시설","자치구","김인곤","1150000000","강서구","서울특별시 강서구 곰달래로 71 (화곡동)"
